עטרי,596
שטינמץ,596
אלטשולר,595
חולי,595
קפלון,595
ישורון,594
מרשה,594
גולני,593
הינדי,593
אמבאו,592
חוברה,592
טסה,592
פריש,592
אמרה,591
בן ארצי,591
רחום,591
בוקרה,589
הריס,589
עלמו,589
עציון,589
פורר,589
אלגריסי,588
בס,588
הימן,588
רמון,588
אבידור,587
סנקר,587
רייזמן,587
איפראימוב,586
אנקונינה,586
טפרה,586
סטמקר,586
אנשין,585
קוק,585
גרינברגר,584
חסידים,584
מעין,584
צבר,584
טבק,583
שאער,580
כלפה,579
שמי,579
פלוטקין,578
בוקשפן,577
קבסה,577
דרויש,576
פינסקי,576
אבן חיים,575
סטפנסקי,575
פלק,575
פקר,575
אברמסון,574
זלוטניק,574
פוני,574
בוכניק,572
ברויאר,572
גלפרין,572
סטרול,572
קמינר,572
שמול,572
אחדות,571
ידעי,571
שיינר,571
אסיאג,570
סמו,570
צפניה,570
בן דרור,569
בן עמרם,569
בטאט,568
בראנץ,568
יונגר,568
ירימי,568
חנימוב,567
יחזקאלי,567
כגן,567
נסימי,567
נגאוקר,565
קסלסי,565
קריחלי,565
ליס,564
מושיאשוילי,564
אלחיאני,563
ווייל,563
זית,563
עשוש,563
שועה,563
אבוקסיס,562
חלה,562
יחיאלי,562
פרג'ון,561
קרסנטי,561
שטרק,561
שירזי,561
שרפי,561
אבלס,560
ברשישת,560
מרקס,560
נסימוב,560
רואש,560
שחור,560
דוויק,559
זקרי,559
טהר,559
עמיחי,559
רוטר,559
ריינר,559
הניג,558
חטב,558
עזורי,558
כוכב,556
קסוס,556
ראש,556
וטורי,555
חמד,555
פליישר,555
ריין,555
ויינברגר,554
סננס,554
לינדר,553
שורצמן,552
אושר,551
ידגר,551
עינב,551
שפיץ,551
אגוזי,550
אלישיב,550
דראי,550
סירי,550
צעירי,550
בונן,549
ענבי,549
ג'מבר,548
חג'אג',548
סעדי,547
אלפנדרי,546
פקדו,546
רביץ,546
רוה,546
וילנר,545
מלניק,545
גד,544
גנות,544
האס,543
זאדה,543
נויפלד,543
עזרי,543
בן-ארי,542
בר נתן,542
ירחי,542
מינס,542
מתנה,542
סדון,542
ביבס,541
עודד,541
שוסטרמן,540
אזנקוט,539
אילני,539
פהימה,539
ריבק,539
שיינפלד,539
אדלמן,538
אראל,538
אשואל,538
בן ישראל,538
בנחמו,538
מרחבי,538
זיני,537
כלב,537
כלף,537
אוטמזגין,536
אופנהיים,536
בני,536
דודיאן,536
דוקרקר,536
